Employee_Id,Full_Name,Gender,Age,Gender,Education_Level,Hire_Date,Exit_Date,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Store_Location,Store_Location_Latitude,Store_Location_Longitude,Store_Id,Manager_Id,Manager_Name,Manager_Status
EMP003411,Ashley Sanders,Female,21,,Master's,03/07/2021,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Full-time,49401.45,Phoenix,33.4484,-112.074,STR069,EMP003586,Stephen Parks,Manager
EMP003412,Mr. Eric Hall,Male,26,,Bachelor's,06/06/2021,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,36951.21,Philadelphia,39.9526,-75.1652,STR004,EMP003554,Michael Singleton,Manager
EMP003413,Danielle Nelson,Male,30,,Some College,28/03/2019,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22224.26,Charlotte,35.2271,-80.8431,STR149,EMP003693,Shelia Waller,Manager
EMP003414,Richard Rios,Male,27,,High School,26/12/2019,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,19395.07,Columbus,39.9612,-82.9988,STR008,EMP003781,Devin Mayer,Manager
EMP003415,Patrick Nelson,Male,36,,High School,30/01/2019,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,37404.86,Los Angeles,34.0522,-118.2437,STR146,EMP003856,Tiffany Phillips,Manager
EMP003416,Benjamin Bowen,Male,33,,High School,13/03/2021,,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,11064.72,Dallas,32.7767,-96.797,STR136,EMP003891,Tiffany Johnston,Manager
EMP003417,Jennifer Smith,Male,22,,High School,10/12/2020,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,15076.67,Detroit,42.3314,-83.0458,STR004,EMP003892,Phillip Ward,Manager
EMP003418,Lisa Hernandez,Female,45,,Some College,04/01/2012,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28543.42,Columbus,39.9612,-82.9988,STR062,EMP004184,Mr. Don Flores,Manager
EMP003419,Rebecca Lee,Female,37,,High School,31/03/2021,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,30784.22,Chicago,41.8781,-87.6298,STR028,EMP003940,Victoria Marshall,Executive
EMP003420,Emily Morris,Male,40,,Some College,22/06/2013,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,28172.58,New York,40.7128,-74.006,STR066,EMP003098,Jenna Garcia,Senior Manager
EMP003421,Allison Hill,Male,34,,High School,12/08/2017,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29643.53,Denver,39.7392,-104.9903,STR053,EMP003215,Susan May,Senior Manager
EMP003422,Dennis Douglas,Male,24,,High School,19/07/2018,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35484.92,Houston,29.7604,-95.3698,STR040,EMP003552,Elizabeth Miller,Senior Manager
EMP003423,Eddie Davis,Male,40,,High School,30/05/2018,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,22288.58,Austin,30.2672,-97.7431,STR045,EMP003994,Patricia Hale,Senior Manager
EMP003424,Kristina Webb,Female,22,,Master's,05/11/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22389.38,Jacksonville,30.3322,-81.6557,STR123,EMP003554,Michael Singleton,Manager
EMP003425,Kim Sanchez,Male,27,,High School,05/05/2018,05/05/2020,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18222.72,Columbus,39.9612,-82.9988,STR101,EMP003586,Stephen Parks,Manager
EMP003426,Jonathan Long,Male,32,,Bachelor's,28/10/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28195.26,San Diego,32.7157,-117.1611,STR042,EMP003098,Jenna Garcia,Senior Manager
EMP003427,Joshua Rodriguez,Female,28,,Bachelor's,27/10/2020,11/04/2024,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27633.95,Columbus,39.9612,-82.9988,STR117,EMP003693,Shelia Waller,Manager
EMP003428,William Sanders,Male,34,,Some College,09/03/2020,20/06/2021,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,14198.15,Boston,42.3601,-71.0589,STR045,EMP003781,Devin Mayer,Manager
EMP003429,Jacob Hart,Male,41,,Some College,15/04/2019,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30644.33,Los Angeles,34.0522,-118.2437,STR067,EMP003856,Tiffany Phillips,Manager
EMP003430,Evelyn Pacheco,Female,22,,Some College,08/05/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27869.37,Charlotte,35.2271,-80.8431,STR077,EMP003891,Tiffany Johnston,Manager
EMP003431,Anna Jackson,Female,48,,High School,07/12/2020,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,26228.55,Fort Worth,32.7555,-97.3308,STR093,EMP003892,Phillip Ward,Manager
EMP003432,Katherine Wright,Male,27,,Some College,12/11/2015,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31906.79,Louisville,38.2527,-85.7585,STR032,EMP004184,Mr. Don Flores,Manager
EMP003433,Luis Wells,Male,44,,Bachelor's,18/01/2020,08/02/2021,Logistics/Warehousing,Stock Clerk,Entry,Part-time,17740.38,Dallas,32.7767,-96.797,STR130,EMP003940,Victoria Marshall,Executive
EMP003434,Lacey Hall,Male,21,,Some College,28/08/2021,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33307.53,San Diego,32.7157,-117.1611,STR059,EMP003215,Susan May,Senior Manager
EMP003435,Darlene Collins,Male,35,,High School,21/12/2021,22/06/2023,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,27366.57,Detroit,42.3314,-83.0458,STR145,EMP003552,Elizabeth Miller,Senior Manager
EMP003436,Chris Morris,Male,31,,Bachelor's,15/01/2021,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,32670.77,Louisville,38.2527,-85.7585,STR150,EMP003994,Patricia Hale,Senior Manager
EMP003437,Jennifer Smith,Male,28,,Bachelor's,21/01/2021,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,38433.13,Boston,42.3601,-71.0589,STR089,EMP003554,Michael Singleton,Manager
EMP003438,Nicole Norton,Male,40,,Some College,08/06/2018,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35162.22,Las Vegas,36.1699,-115.1398,STR023,EMP003586,Stephen Parks,Manager
EMP003439,Emily Pearson,Male,37,,High School,10/08/2021,17/09/2023,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,12512.73,San Jose,37.3382,-121.8863,STR099,EMP003693,Shelia Waller,Manager
EMP003440,Michael Robertson,Male,36,,Master's,20/06/2018,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18774.84,Houston,29.7604,-95.3698,STR060,EMP003781,Devin Mayer,Manager
EMP003441,Wendy Miller,Male,31,,High School,16/10/2020,,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,10167.62,Detroit,42.3314,-83.0458,STR043,EMP003856,Tiffany Phillips,Manager
EMP003442,Michael Bennett,Male,27,,High School,17/08/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27276.77,Phoenix,33.4484,-112.074,STR026,EMP003891,Tiffany Johnston,Manager
EMP003443,Carla Goodman,Female,34,,High School,08/01/2021,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14469.82,Detroit,42.3314,-83.0458,STR112,EMP003892,Phillip Ward,Manager
EMP003444,Jeffrey Stanton,Male,33,,Bachelor's,19/05/2021,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Full-time,59921.36,Jacksonville,30.3322,-81.6557,STR135,EMP004184,Mr. Don Flores,Manager
EMP003445,Jeff Jackson,Male,25,,Bachelor's,29/09/2020,28/08/2023,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31811.18,Denver,39.7392,-104.9903,STR129,EMP003940,Victoria Marshall,Executive
EMP003446,Katelyn Curry,Male,27,,High School,20/02/2021,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35794.11,Nashville,36.1627,-86.7816,STR076,EMP003098,Jenna Garcia,Senior Manager
EMP003447,Jennifer Phillips,Male,22,,High School,15/08/2021,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18026.48,Seattle,47.6062,-122.3321,STR018,EMP003215,Susan May,Senior Manager
EMP003448,Edward Weeks,Male,35,,Some College,07/11/2017,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,17490.6,Las Vegas,36.1699,-115.1398,STR070,EMP003552,Elizabeth Miller,Senior Manager
EMP003449,Kelly Gilbert,Female,37,,High School,31/12/2019,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27931.58,Columbus,39.9612,-82.9988,STR068,EMP003994,Patricia Hale,Senior Manager
EMP003450,Matthew Thomas,Male,33,,Bachelor's,05/01/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22533.48,Detroit,42.3314,-83.0458,STR139,EMP003554,Michael Singleton,Manager
EMP003451,Christine Mendez,Female,27,,Bachelor's,25/06/2018,06/12/2019,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,20074.3,San Jose,37.3382,-121.8863,STR074,EMP003586,Stephen Parks,Manager
EMP003452,Kelly King,Female,27,,Some College,28/03/2021,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,17248.72,Austin,30.2672,-97.7431,STR001,EMP003693,Shelia Waller,Manager
EMP003453,Timothy Ho,Male,27,,Bachelor's,21/07/2015,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,36130.38,Baltimore,39.2904,-76.6122,STR093,EMP003781,Devin Mayer,Manager
EMP003454,Sarah Taylor,Female,36,,High School,19/08/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25731.23,Fort Worth,32.7555,-97.3308,STR116,EMP003856,Tiffany Phillips,Manager
EMP003455,Sandra Smith,Female,38,,Some College,13/07/2018,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,39300.3,Portland,45.5152,-122.6784,STR083,EMP003891,Tiffany Johnston,Manager
EMP003456,Chris Jones,Male,31,,High School,04/06/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23673.57,Louisville,38.2527,-85.7585,STR093,EMP003892,Phillip Ward,Manager
EMP003457,Emily Lopez,Male,21,,High School,08/07/2021,08/06/2022,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27003.59,San Antonio,29.4241,-98.4936,STR013,EMP004184,Mr. Don Flores,Manager
EMP003458,Kimberly Rivera,Male,22,,High School,06/09/2020,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,36290.61,San Antonio,29.4241,-98.4936,STR097,EMP003940,Victoria Marshall,Executive
EMP003459,John Moore,Male,27,,Some College,01/03/2020,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,17382.81,Phoenix,33.4484,-112.074,STR096,EMP003215,Susan May,Senior Manager
EMP003460,Justin Perez,Male,45,,Bachelor's,20/08/2015,17/09/2021,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,11394.56,Houston,29.7604,-95.3698,STR090,EMP003098,Jenna Garcia,Senior Manager
EMP003461,Tanya Hill,Female,21,,High School,18/11/2021,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Full-time,46955.19,Boston,42.3601,-71.0589,STR076,EMP003552,Elizabeth Miller,Senior Manager
EMP003462,Shawna Silva,Female,35,,High School,28/08/2019,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,29874.48,Philadelphia,39.9526,-75.1652,STR139,EMP003994,Patricia Hale,Senior Manager
EMP003463,Marcus Powell,Male,42,,PhD,23/07/2014,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35631.28,Las Vegas,36.1699,-115.1398,STR113,EMP003856,Tiffany Phillips,Manager
EMP003464,Joshua Hopkins,Female,38,,Master's,20/03/2021,05/09/2022,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27993.02,Austin,30.2672,-97.7431,STR094,EMP003554,Michael Singleton,Manager
EMP003465,Christian Cross,Male,46,,Bachelor's,16/11/2021,22/12/2024,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,12060.91,Detroit,42.3314,-83.0458,STR013,EMP003586,Stephen Parks,Manager
EMP003466,Dennis Garcia,Male,37,,High School,26/04/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29051.39,Las Vegas,36.1699,-115.1398,STR061,EMP003693,Shelia Waller,Manager
EMP003467,Laurie Miranda,Male,34,,Bachelor's,16/06/2019,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26551.72,Dallas,32.7767,-96.797,STR005,EMP003781,Devin Mayer,Manager
EMP003468,Raymond Vargas,Male,29,,Bachelor's,14/09/2016,15/08/2023,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,11471.04,Louisville,38.2527,-85.7585,STR013,EMP003891,Tiffany Johnston,Manager
EMP003469,Robert Savage,Male,38,,Some College,14/02/2016,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30373.67,Houston,29.7604,-95.3698,STR087,EMP003892,Phillip Ward,Manager
EMP003470,Kara Jackson,Female,44,,Bachelor's,05/05/2021,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14218.37,Las Vegas,36.1699,-115.1398,STR122,EMP004184,Mr. Don Flores,Manager
EMP003471,Virginia Davis,Female,21,,Master's,10/05/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22191.45,Seattle,47.6062,-122.3321,STR016,EMP003940,Victoria Marshall,Executive
EMP003472,Brianna Martin,Female,26,,Some College,01/01/2017,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29791.03,Austin,30.2672,-97.7431,STR115,EMP003098,Jenna Garcia,Senior Manager
EMP003473,Erica Huang,Female,46,,Some College,22/10/2021,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35316.37,Baltimore,39.2904,-76.6122,STR026,EMP003215,Susan May,Senior Manager
EMP003474,Jorge Gonzales,Male,33,,Bachelor's,13/05/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28996.4,Austin,30.2672,-97.7431,STR052,EMP003552,Elizabeth Miller,Senior Manager
EMP003475,Erin Mason,Female,36,,Some College,21/04/2019,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18228.93,Fort Worth,32.7555,-97.3308,STR136,EMP003994,Patricia Hale,Senior Manager
EMP003476,Justin Bennett,Male,22,,High School,24/03/2020,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,47042.16,Las Vegas,36.1699,-115.1398,STR119,EMP003554,Michael Singleton,Manager
EMP003477,John Collins,Male,27,,Some College,05/06/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31609.2,Columbus,39.9612,-82.9988,STR126,EMP003586,Stephen Parks,Manager
EMP003478,Kerry Ware,Male,22,,High School,07/07/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27359.35,Houston,29.7604,-95.3698,STR026,EMP003693,Shelia Waller,Manager
EMP003479,Tina Dougherty,Female,25,,High School,13/06/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26884.96,Austin,30.2672,-97.7431,STR038,EMP003781,Devin Mayer,Manager
EMP003480,Michelle Larsen,Female,41,,Some College,07/08/2019,27/08/2023,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Seasonal,16411.32,Chicago,41.8781,-87.6298,STR072,EMP003856,Tiffany Phillips,Manager
EMP003481,Katherine Mccormick,Male,28,,Bachelor's,02/02/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23536.91,Los Angeles,34.0522,-118.2437,STR058,EMP003891,Tiffany Johnston,Manager
EMP003482,Kristin Graham,Male,21,,Bachelor's,09/02/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27726.07,Los Angeles,34.0522,-118.2437,STR082,EMP003892,Phillip Ward,Manager
EMP003483,Alexander Diaz,Male,42,,Some College,05/07/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24770.13,Philadelphia,39.9526,-75.1652,STR045,EMP004184,Mr. Don Flores,Manager
EMP003484,Michael Chandler,Male,40,,High School,22/07/2020,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18727.85,Dallas,32.7767,-96.797,STR049,EMP003940,Victoria Marshall,Executive
EMP003485,Justin Cuevas,Male,25,,Bachelor's,03/04/2017,18/09/2018,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,43747.86,Memphis,35.1495,-90.049,STR127,EMP003098,Jenna Garcia,Senior Manager
EMP003486,Janet White,Male,36,,High School,17/03/2020,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,43892.6,San Antonio,29.4241,-98.4936,STR091,EMP003215,Susan May,Senior Manager
EMP003487,Alexandra Ramos,Female,38,,Some College,19/08/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25549.25,Memphis,35.1495,-90.049,STR122,EMP003552,Elizabeth Miller,Senior Manager
EMP003488,Abigail Collins,Male,31,,Some College,26/07/2021,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,13511.94,Jacksonville,30.3322,-81.6557,STR082,EMP003994,Patricia Hale,Senior Manager
EMP003489,Jacob King,Male,31,,Bachelor's,04/05/2021,,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,11352.37,Jacksonville,30.3322,-81.6557,STR110,EMP003554,Michael Singleton,Manager
EMP003490,Lisa Johnson,Female,26,,High School,23/07/2020,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33080.02,Houston,29.7604,-95.3698,STR011,EMP003586,Stephen Parks,Manager
EMP003491,John Williams,Male,47,,High School,10/08/2017,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22845.65,Dallas,32.7767,-96.797,STR058,EMP003693,Shelia Waller,Manager
EMP003492,Dawn Garrett,Male,38,,Some College,20/06/2021,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,44102.7,Phoenix,33.4484,-112.074,STR114,EMP003781,Devin Mayer,Manager
EMP003493,Samantha Roy,Female,30,,High School,25/08/2021,30/04/2023,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,28928.76,Los Angeles,34.0522,-118.2437,STR110,EMP003856,Tiffany Phillips,Manager
EMP003494,Yolanda Chen,Female,21,,Some College,29/05/2021,13/01/2023,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30829.15,Houston,29.7604,-95.3698,STR064,EMP003891,Tiffany Johnston,Manager
EMP003495,John Golden DDS,Male,25,,High School,06/02/2021,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,44885.68,Nashville,36.1627,-86.7816,STR095,EMP003892,Phillip Ward,Manager
EMP003496,Amanda Johnson,Female,29,,Bachelor's,29/09/2021,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,30534.78,Boston,42.3601,-71.0589,STR033,EMP004184,Mr. Don Flores,Manager
EMP003497,Brittany Fitzgerald,Male,40,,Bachelor's,24/09/2015,02/02/2018,Logistics/Warehousing,Warehouse Worker,Associate,Contractor,42191.56,Fort Worth,32.7555,-97.3308,STR064,EMP003940,Victoria Marshall,Executive
EMP003498,Bonnie Barnes,Male,27,,High School,10/04/2020,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,38633.12,Austin,30.2672,-97.7431,STR111,EMP003098,Jenna Garcia,Senior Manager
EMP003499,Amy Walsh,Female,28,,High School,20/03/2018,19/07/2020,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,30359.84,San Antonio,29.4241,-98.4936,STR143,EMP003215,Susan May,Senior Manager
EMP003500,Brent Stephens,Male,24,,Some College,14/01/2018,24/05/2022,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,36849.11,Los Angeles,34.0522,-118.2437,STR092,EMP003552,Elizabeth Miller,Senior Manager
EMP003501,Mrs. Lisa Smith,Male,21,,High School,10/07/2021,20/12/2024,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24865.2,Fort Worth,32.7555,-97.3308,STR099,EMP003994,Patricia Hale,Senior Manager
EMP003502,Sarah Stewart,Female,45,,Some College,28/11/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30026.4,Denver,39.7392,-104.9903,STR045,EMP003554,Michael Singleton,Manager
EMP003503,Susan Matthews,Male,23,,Bachelor's,30/09/2020,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,23980.11,Dallas,32.7767,-96.797,STR047,EMP003586,Stephen Parks,Manager
EMP003504,Kelli Shepard,Male,36,,High School,28/07/2016,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22300.26,Memphis,35.1495,-90.049,STR081,EMP003693,Shelia Waller,Manager
EMP003505,Ryan Caldwell,Male,29,,Some College,05/05/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30973.66,Nashville,36.1627,-86.7816,STR127,EMP003781,Devin Mayer,Manager
EMP003506,Roger Mason,Male,23,,Bachelor's,26/06/2019,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28226.31,Denver,39.7392,-104.9903,STR132,EMP003856,Tiffany Phillips,Manager
EMP003507,Angela Ramos,Female,28,,High School,20/03/2017,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,39680.59,New York,40.7128,-74.006,STR080,EMP003891,Tiffany Johnston,Manager
EMP003508,Craig Wagner,Male,34,,Bachelor's,19/03/2020,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,15990.06,Portland,45.5152,-122.6784,STR070,EMP003892,Phillip Ward,Manager
EMP003509,Paul Massey,Male,36,,High School,04/10/2019,17/11/2020,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Seasonal,19084.33,Philadelphia,39.9526,-75.1652,STR011,EMP004184,Mr. Don Flores,Manager
EMP003510,Donald Bell,Male,39,,Some College,11/09/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22623.94,Louisville,38.2527,-85.7585,STR094,EMP003940,Victoria Marshall,Executive
EMP003511,Keith Horton,Male,34,,High School,28/08/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25352.79,Dallas,32.7767,-96.797,STR052,EMP003098,Jenna Garcia,Senior Manager
EMP003512,Julie Wilson,Male,28,,High School,14/07/2020,04/12/2022,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,28804.2,Philadelphia,39.9526,-75.1652,STR132,EMP003215,Susan May,Senior Manager
EMP003513,Nicholas Lopez,Male,35,,High School,12/10/2019,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,19052.06,Los Angeles,34.0522,-118.2437,STR105,EMP003552,Elizabeth Miller,Senior Manager
EMP003514,Tracy Wang,Female,40,,Master's,05/02/2018,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,37803.69,Boston,42.3601,-71.0589,STR066,EMP003994,Patricia Hale,Senior Manager
EMP003515,Claudia Brooks,Female,32,,High School,07/02/2020,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,22938.34,Nashville,36.1627,-86.7816,STR147,EMP003554,Michael Singleton,Manager
EMP003516,Nathaniel Wright,Male,35,,Some College,16/12/2021,21/06/2022,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,12551.86,San Jose,37.3382,-121.8863,STR113,EMP003856,Tiffany Phillips,Manager
EMP003517,Maria Valenzuela,Female,22,,Bachelor's,28/08/2021,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,29021.24,Jacksonville,30.3322,-81.6557,STR040,EMP003586,Stephen Parks,Manager
EMP003518,Peter Anderson,Male,43,,High School,20/11/2015,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,15513.59,San Diego,32.7157,-117.1611,STR040,EMP003693,Shelia Waller,Manager
EMP003519,Michael Thompson,Male,33,,Some College,22/10/2020,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,13626.21,Nashville,36.1627,-86.7816,STR007,EMP003781,Devin Mayer,Manager
EMP003520,Ethan Perez,Male,24,,High School,06/05/2018,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,38161.9,San Diego,32.7157,-117.1611,STR029,EMP003891,Tiffany Johnston,Manager
EMP003521,Stephen Thompson,Male,41,,High School,07/11/2019,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,30752.39,Fort Worth,32.7555,-97.3308,STR057,EMP003892,Phillip Ward,Manager
EMP003522,Michael Baker,Male,25,,Some College,30/01/2021,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,16014.64,Detroit,42.3314,-83.0458,STR020,EMP003781,Devin Mayer,Manager
EMP003523,Kenneth Bailey DDS,Male,34,,Bachelor's,08/07/2017,11/01/2023,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24685.62,Denver,39.7392,-104.9903,STR121,EMP004184,Mr. Don Flores,Manager
EMP003524,Mark Decker,Male,30,,High School,23/05/2021,29/01/2022,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,21908.8,Baltimore,39.2904,-76.6122,STR046,EMP003940,Victoria Marshall,Executive
EMP003525,Ruben Cruz,Male,29,,Some College,02/11/2017,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14204.95,Memphis,35.1495,-90.049,STR045,EMP003098,Jenna Garcia,Senior Manager
EMP003526,Christine Park,Female,22,,Some College,01/08/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23472.76,Memphis,35.1495,-90.049,STR001,EMP003215,Susan May,Senior Manager
EMP003527,Robert Hogan,Male,43,,High School,12/08/2019,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,19038.46,Memphis,35.1495,-90.049,STR109,EMP003554,Michael Singleton,Manager
EMP003528,Michael Gordon,Male,41,,High School,09/11/2016,15/07/2020,Logistics/Warehousing,Warehouse Worker,Associate,Contractor,40822.66,Nashville,36.1627,-86.7816,STR067,EMP003552,Elizabeth Miller,Senior Manager
EMP003529,Rebecca Davis,Female,33,,High School,06/05/2020,02/08/2021,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,15845.26,Denver,39.7392,-104.9903,STR113,EMP003856,Tiffany Phillips,Manager
EMP003530,Deanna Mcdonald,Female,22,,High School,12/03/2020,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33276.89,New York,40.7128,-74.006,STR129,EMP003994,Patricia Hale,Senior Manager
EMP003531,Brian Barrett,Male,46,,High School,26/04/2019,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,31340.42,Los Angeles,34.0522,-118.2437,STR089,EMP003586,Stephen Parks,Manager
EMP003532,Charles Willis,Male,39,,Some College,05/10/2021,15/09/2022,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,46974.4,Columbus,39.9612,-82.9988,STR089,EMP003693,Shelia Waller,Manager
EMP003533,James Chapman,Male,31,,High School,31/08/2020,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25262.54,Columbus,39.9612,-82.9988,STR057,EMP003891,Tiffany Johnston,Manager
EMP003534,Michael Soto,Male,55,,Master's,04/01/2012,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24993.83,Denver,39.7392,-104.9903,STR098,EMP003892,Phillip Ward,Manager
EMP003535,Aimee Fisher,Female,27,,High School,25/12/2019,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24325.06,Chicago,41.8781,-87.6298,STR055,EMP004184,Mr. Don Flores,Manager
EMP003536,Matthew Garcia,Male,21,,Bachelor's,09/04/2021,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23296.79,Fort Worth,32.7555,-97.3308,STR105,EMP003940,Victoria Marshall,Executive
EMP003537,Elizabeth Owens,Female,31,,Master's,04/05/2021,21/01/2023,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14738.78,Philadelphia,39.9526,-75.1652,STR011,EMP003098,Jenna Garcia,Senior Manager
EMP003538,Alex Lamb,Male,31,,Some College,14/12/2016,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Part-time,29037.45,Seattle,47.6062,-122.3321,STR105,EMP003215,Susan May,Senior Manager
